blood_oxygen,heart_rate,id,temperature,timestamp
90,63,8276,31.4494,"Sat, 28 Sep 2024 16:58:41 GMT"
96,70,8275,31.8967,"Sat, 28 Sep 2024 16:58:40 GMT"
94,99,8274,30.4384,"Sat, 28 Sep 2024 16:58:39 GMT"
96,67,8273,37.2567,"Sat, 28 Sep 2024 16:58:38 GMT"
93,84,8272,38.0434,"Sat, 28 Sep 2024 16:58:37 GMT"
93,79,8271,32.7497,"Sat, 28 Sep 2024 16:58:36 GMT"
97,71,8270,36.3347,"Sat, 28 Sep 2024 16:58:34 GMT"
94,73,8269,32.0447,"Sat, 28 Sep 2024 16:58:33 GMT"
94,65,8268,30.4853,"Sat, 28 Sep 2024 16:58:32 GMT"
95,92,8267,31.8728,"Sat, 28 Sep 2024 16:58:31 GMT"
94,80,8266,32.358,"Sat, 28 Sep 2024 16:58:30 GMT"
91,64,8265,30.8833,"Sat, 28 Sep 2024 16:58:29 GMT"
99,65,8264,31.0802,"Sat, 28 Sep 2024 16:58:28 GMT"
99,83,8263,34.6064,"Sat, 28 Sep 2024 16:58:27 GMT"
95,81,8262,39.1896,"Sat, 28 Sep 2024 16:58:26 GMT"
90,67,8261,38.3176,"Sat, 28 Sep 2024 16:58:25 GMT"
100,90,8260,38.2725,"Sat, 28 Sep 2024 16:58:24 GMT"
95,73,8259,32.3121,"Sat, 28 Sep 2024 16:58:23 GMT"
92,98,8258,34.2244,"Sat, 28 Sep 2024 16:58:22 GMT"
100,85,8257,37.998,"Sat, 28 Sep 2024 16:58:21 GMT"
99,61,8256,38.7992,"Sat, 28 Sep 2024 16:58:20 GMT"
97,61,8255,30.996,"Sat, 28 Sep 2024 16:58:19 GMT"
100,62,8254,37.9836,"Sat, 28 Sep 2024 16:58:18 GMT"
96,70,8253,31.4362,"Sat, 28 Sep 2024 16:58:17 GMT"
96,87,8252,37.5129,"Sat, 28 Sep 2024 16:58:16 GMT"
98,100,8251,34.8542,"Sat, 28 Sep 2024 16:58:15 GMT"
99,78,8250,30.3784,"Sat, 28 Sep 2024 16:58:14 GMT"
98,74,8249,39.6053,"Sat, 28 Sep 2024 16:58:13 GMT"
91,97,8248,37.6471,"Sat, 28 Sep 2024 16:58:12 GMT"
100,98,8247,30.3974,"Sat, 28 Sep 2024 16:58:11 GMT"
98,76,8246,36.1971,"Sat, 28 Sep 2024 16:58:10 GMT"
96,65,8245,30.8164,"Sat, 28 Sep 2024 16:58:09 GMT"
94,97,8244,30.9456,"Sat, 28 Sep 2024 16:58:08 GMT"
93,70,8243,30.2685,"Sat, 28 Sep 2024 16:58:07 GMT"
91,75,8242,37.6119,"Sat, 28 Sep 2024 16:58:06 GMT"
98,94,8241,37.9418,"Sat, 28 Sep 2024 16:58:05 GMT"
90,64,8240,38.8129,"Sat, 28 Sep 2024 16:58:04 GMT"
99,88,8239,34.5862,"Sat, 28 Sep 2024 16:58:03 GMT"
100,81,8238,34.815,"Sat, 28 Sep 2024 16:58:02 GMT"
90,68,8237,36.8702,"Sat, 28 Sep 2024 16:58:00 GMT"
99,69,8236,38.6782,"Sat, 28 Sep 2024 16:57:59 GMT"
98,67,8235,37.7021,"Sat, 28 Sep 2024 16:57:58 GMT"
95,69,8234,39.1918,"Sat, 28 Sep 2024 16:57:57 GMT"
93,92,8233,34.6137,"Sat, 28 Sep 2024 16:57:56 GMT"
97,79,8232,32.6792,"Sat, 28 Sep 2024 16:57:55 GMT"
96,64,8231,36.7425,"Sat, 28 Sep 2024 16:57:54 GMT"
94,94,8230,34.6264,"Sat, 28 Sep 2024 16:57:53 GMT"
91,92,8229,37.6741,"Sat, 28 Sep 2024 16:57:52 GMT"
96,87,8228,36.6664,"Sat, 28 Sep 2024 16:57:51 GMT"
95,90,8227,38.4002,"Sat, 28 Sep 2024 16:57:50 GMT"
92,93,8226,32.0086,"Sat, 28 Sep 2024 16:57:49 GMT"
95,94,8225,32.6437,"Sat, 28 Sep 2024 16:57:48 GMT"
97,80,8224,35.4554,"Sat, 28 Sep 2024 16:57:47 GMT"
94,76,8223,31.1794,"Sat, 28 Sep 2024 16:57:46 GMT"
98,65,8222,34.9164,"Sat, 28 Sep 2024 16:57:45 GMT"
99,67,8221,35.6252,"Sat, 28 Sep 2024 16:57:44 GMT"
93,68,8220,32.2858,"Sat, 28 Sep 2024 16:57:43 GMT"
92,95,8219,31.3406,"Sat, 28 Sep 2024 16:57:42 GMT"
92,60,8218,34.7376,"Sat, 28 Sep 2024 16:57:41 GMT"
96,87,8217,35.4778,"Sat, 28 Sep 2024 16:57:40 GMT"
90,73,8216,34.5979,"Sat, 28 Sep 2024 16:57:39 GMT"
92,80,8215,34.8414,"Sat, 28 Sep 2024 16:57:38 GMT"
91,91,8214,33.5387,"Sat, 28 Sep 2024 16:57:37 GMT"
95,66,8213,31.3872,"Sat, 28 Sep 2024 16:57:36 GMT"
98,89,8212,35.2484,"Sat, 28 Sep 2024 16:57:35 GMT"
96,90,8211,38.479,"Sat, 28 Sep 2024 16:57:34 GMT"
95,79,8210,31.9356,"Sat, 28 Sep 2024 16:57:33 GMT"
96,64,8209,37.3094,"Sat, 28 Sep 2024 16:57:32 GMT"
92,64,8208,33.5096,"Sat, 28 Sep 2024 16:57:31 GMT"
94,66,8207,36.6951,"Sat, 28 Sep 2024 16:57:29 GMT"
97,88,8206,34.1302,"Sat, 28 Sep 2024 16:57:28 GMT"
96,80,8205,33.5042,"Sat, 28 Sep 2024 16:57:27 GMT"
100,90,8204,35.7322,"Sat, 28 Sep 2024 16:57:26 GMT"
95,72,8203,33.5395,"Sat, 28 Sep 2024 16:57:25 GMT"
92,88,8202,30.387,"Sat, 28 Sep 2024 16:57:24 GMT"
99,91,8201,33.8665,"Sat, 28 Sep 2024 16:57:23 GMT"
96,63,8200,30.6482,"Sat, 28 Sep 2024 16:57:22 GMT"
93,95,8199,33.3286,"Sat, 28 Sep 2024 16:57:21 GMT"
97,88,8198,39.6373,"Sat, 28 Sep 2024 16:57:20 GMT"
97,75,8197,33.0653,"Sat, 28 Sep 2024 16:57:19 GMT"
93,88,8196,39.2821,"Sat, 28 Sep 2024 16:57:18 GMT"
95,76,8195,37.7823,"Sat, 28 Sep 2024 16:57:17 GMT"
96,69,8194,33.4114,"Sat, 28 Sep 2024 16:57:16 GMT"
99,83,8193,36.2557,"Sat, 28 Sep 2024 16:57:15 GMT"
98,68,8192,38.9462,"Sat, 28 Sep 2024 16:57:14 GMT"
97,68,8191,34.057,"Sat, 28 Sep 2024 16:57:13 GMT"
90,61,8190,39.62,"Sat, 28 Sep 2024 16:57:12 GMT"
94,63,8189,30.2772,"Sat, 28 Sep 2024 16:57:11 GMT"
90,85,8188,31.0596,"Sat, 28 Sep 2024 16:57:10 GMT"
100,84,8187,32.3514,"Sat, 28 Sep 2024 16:57:09 GMT"
93,83,8186,37.287,"Sat, 28 Sep 2024 16:57:08 GMT"
96,69,8185,33.9166,"Sat, 28 Sep 2024 16:57:07 GMT"
96,93,8184,33.4343,"Sat, 28 Sep 2024 16:57:06 GMT"
97,62,8183,32.0999,"Sat, 28 Sep 2024 16:57:05 GMT"
92,80,8182,35.8428,"Sat, 28 Sep 2024 16:57:04 GMT"
97,66,8181,34.7256,"Sat, 28 Sep 2024 16:57:02 GMT"
99,88,8180,33.3425,"Sat, 28 Sep 2024 16:57:01 GMT"
90,94,8179,34.8556,"Sat, 28 Sep 2024 16:57:00 GMT"
95,61,8178,39.3494,"Sat, 28 Sep 2024 16:56:59 GMT"
100,98,8177,30.0877,"Sat, 28 Sep 2024 16:56:58 GMT"
97,89,8176,37.7551,"Sat, 28 Sep 2024 16:56:57 GMT"
96,70,8175,34.108,"Sat, 28 Sep 2024 16:56:56 GMT"
92,92,8174,31.9514,"Sat, 28 Sep 2024 16:56:55 GMT"
91,68,8173,36.0546,"Sat, 28 Sep 2024 16:56:54 GMT"
94,87,8172,30.8763,"Sat, 28 Sep 2024 16:56:53 GMT"
100,88,8171,37.2382,"Sat, 28 Sep 2024 16:56:52 GMT"
93,82,8170,32.3745,"Sat, 28 Sep 2024 16:56:51 GMT"
99,66,8169,31.2995,"Sat, 28 Sep 2024 16:56:50 GMT"
94,72,8168,35.116,"Sat, 28 Sep 2024 16:56:49 GMT"
100,67,8167,34.0682,"Sat, 28 Sep 2024 16:56:48 GMT"
99,65,8166,37.2903,"Sat, 28 Sep 2024 16:56:47 GMT"
100,77,8165,31.6922,"Sat, 28 Sep 2024 16:56:46 GMT"
96,65,8164,30.7327,"Sat, 28 Sep 2024 16:56:45 GMT"
95,93,8163,38.1842,"Sat, 28 Sep 2024 16:56:44 GMT"
99,92,8162,34.2797,"Sat, 28 Sep 2024 16:56:43 GMT"
97,72,8161,31.9702,"Sat, 28 Sep 2024 16:56:42 GMT"
92,71,8160,35.7157,"Sat, 28 Sep 2024 16:56:41 GMT"
94,97,8159,30.9318,"Sat, 28 Sep 2024 16:56:40 GMT"
92,96,8158,30.1356,"Sat, 28 Sep 2024 16:56:39 GMT"
95,66,8157,38.2764,"Sat, 28 Sep 2024 16:56:38 GMT"
99,97,8156,31.8058,"Sat, 28 Sep 2024 16:56:37 GMT"
94,88,8155,37.1902,"Sat, 28 Sep 2024 16:56:36 GMT"
98,69,8154,31.678,"Sat, 28 Sep 2024 16:56:35 GMT"
94,71,8153,35.38,"Sat, 28 Sep 2024 16:56:33 GMT"
96,98,8152,38.2937,"Sat, 28 Sep 2024 16:56:32 GMT"
100,80,8151,35.8032,"Sat, 28 Sep 2024 16:56:31 GMT"
99,79,8150,34.1724,"Sat, 28 Sep 2024 16:56:30 GMT"
97,96,8149,33.4314,"Sat, 28 Sep 2024 16:56:29 GMT"
91,68,8148,33.7404,"Sat, 28 Sep 2024 16:56:28 GMT"
96,99,8147,31.2486,"Sat, 28 Sep 2024 16:56:27 GMT"
100,65,8146,30.0762,"Sat, 28 Sep 2024 16:56:26 GMT"
97,94,8145,39.8206,"Sat, 28 Sep 2024 16:56:25 GMT"
90,84,8144,37.0453,"Sat, 28 Sep 2024 16:56:24 GMT"
98,90,8143,30.6201,"Sat, 28 Sep 2024 16:56:23 GMT"
92,79,8142,39.0658,"Sat, 28 Sep 2024 16:56:22 GMT"
92,89,8141,31.7562,"Sat, 28 Sep 2024 16:56:21 GMT"
90,75,8140,33.2363,"Sat, 28 Sep 2024 16:56:20 GMT"
94,72,8139,37.3894,"Sat, 28 Sep 2024 16:56:19 GMT"
98,80,8138,34.064,"Sat, 28 Sep 2024 16:56:18 GMT"
91,95,8137,39.0054,"Sat, 28 Sep 2024 16:56:17 GMT"
97,87,8136,38.3829,"Sat, 28 Sep 2024 16:56:16 GMT"
100,80,8135,31.0464,"Sat, 28 Sep 2024 16:56:15 GMT"
100,70,8134,33.5059,"Sat, 28 Sep 2024 16:56:14 GMT"
97,75,8133,35.1417,"Sat, 28 Sep 2024 16:56:13 GMT"
95,96,8132,32.4537,"Sat, 28 Sep 2024 16:56:12 GMT"
91,91,8131,34.5655,"Sat, 28 Sep 2024 16:56:11 GMT"
99,90,8130,32.5088,"Sat, 28 Sep 2024 16:56:10 GMT"
99,80,8129,36.4912,"Sat, 28 Sep 2024 16:56:08 GMT"
95,60,8128,37.2385,"Sat, 28 Sep 2024 16:56:07 GMT"
98,84,8127,38.0401,"Sat, 28 Sep 2024 16:56:06 GMT"
96,96,8126,37.4172,"Sat, 28 Sep 2024 16:56:05 GMT"
94,61,8125,36.0964,"Sat, 28 Sep 2024 16:56:04 GMT"
96,99,8124,39.4361,"Sat, 28 Sep 2024 16:56:03 GMT"
91,96,8123,32.262,"Sat, 28 Sep 2024 16:56:02 GMT"
99,62,8122,37.2238,"Sat, 28 Sep 2024 16:56:01 GMT"
100,77,8121,36.0153,"Sat, 28 Sep 2024 16:56:00 GMT"
90,91,8120,37.5034,"Sat, 28 Sep 2024 16:55:59 GMT"
99,93,8119,32.2612,"Sat, 28 Sep 2024 16:55:58 GMT"
96,74,8118,33.09,"Sat, 28 Sep 2024 16:55:57 GMT"
95,72,8117,34.218,"Sat, 28 Sep 2024 16:55:56 GMT"
93,97,8116,39.6843,"Sat, 28 Sep 2024 16:55:55 GMT"
92,73,8115,35.9572,"Sat, 28 Sep 2024 16:55:54 GMT"
96,70,8114,33.4009,"Sat, 28 Sep 2024 16:55:53 GMT"
100,61,8113,36.4695,"Sat, 28 Sep 2024 16:55:52 GMT"
99,72,8112,36.637,"Sat, 28 Sep 2024 16:55:51 GMT"
100,72,8111,32.9858,"Sat, 28 Sep 2024 16:55:50 GMT"
97,81,8110,38.1866,"Sat, 28 Sep 2024 16:55:49 GMT"
94,100,8109,35.856,"Sat, 28 Sep 2024 16:55:48 GMT"
93,61,8108,39.7963,"Sat, 28 Sep 2024 16:55:47 GMT"
99,70,8107,30.7722,"Sat, 28 Sep 2024 16:55:46 GMT"
100,87,8106,37.9116,"Sat, 28 Sep 2024 16:55:45 GMT"
96,76,8105,34.9653,"Sat, 28 Sep 2024 16:55:44 GMT"
91,80,8104,30.9746,"Sat, 28 Sep 2024 16:55:43 GMT"
98,80,8103,35.1198,"Sat, 28 Sep 2024 16:55:42 GMT"
92,93,8102,35.6212,"Sat, 28 Sep 2024 16:55:41 GMT"
97,78,8101,36.7569,"Sat, 28 Sep 2024 16:55:40 GMT"
99,100,8100,39.7849,"Sat, 28 Sep 2024 16:55:39 GMT"
92,87,8099,36.4942,"Sat, 28 Sep 2024 16:55:37 GMT"
93,75,8098,31.7363,"Sat, 28 Sep 2024 16:55:36 GMT"
95,90,8097,30.5429,"Sat, 28 Sep 2024 16:55:35 GMT"
98,88,8096,33.2783,"Sat, 28 Sep 2024 16:55:34 GMT"
98,67,8095,32.3874,"Sat, 28 Sep 2024 16:55:33 GMT"
95,77,8094,31.6962,"Sat, 28 Sep 2024 16:55:32 GMT"
90,93,8093,35.1634,"Sat, 28 Sep 2024 16:55:31 GMT"
99,97,8092,34.3419,"Sat, 28 Sep 2024 16:55:30 GMT"
96,94,8091,35.0558,"Sat, 28 Sep 2024 16:55:29 GMT"
96,76,8090,39.3562,"Sat, 28 Sep 2024 16:55:28 GMT"
100,85,8089,36.0265,"Sat, 28 Sep 2024 16:55:27 GMT"
94,79,8088,36.9462,"Sat, 28 Sep 2024 16:55:26 GMT"
94,93,8087,38.8889,"Sat, 28 Sep 2024 16:55:25 GMT"
99,76,8086,36.7516,"Sat, 28 Sep 2024 16:55:24 GMT"
92,60,8085,38.4085,"Sat, 28 Sep 2024 16:55:23 GMT"
90,73,8084,35.6442,"Sat, 28 Sep 2024 16:55:22 GMT"
91,90,8083,39.5044,"Sat, 28 Sep 2024 16:55:21 GMT"
94,68,8082,37.4488,"Sat, 28 Sep 2024 16:55:20 GMT"
91,82,8081,37.2787,"Sat, 28 Sep 2024 16:55:19 GMT"
100,78,8080,33.6391,"Sat, 28 Sep 2024 16:55:18 GMT"
91,91,8079,32.2901,"Sat, 28 Sep 2024 16:55:17 GMT"
90,83,8078,38.8504,"Sat, 28 Sep 2024 16:55:16 GMT"
98,64,8077,32.9589,"Sat, 28 Sep 2024 16:55:15 GMT"
92,70,8076,37.4902,"Sat, 28 Sep 2024 16:55:14 GMT"
96,93,8075,34.2683,"Sat, 28 Sep 2024 16:55:13 GMT"
90,95,8074,39.9006,"Sat, 28 Sep 2024 16:55:12 GMT"
91,64,8073,38.1613,"Sat, 28 Sep 2024 16:55:10 GMT"
96,69,8072,30.1239,"Sat, 28 Sep 2024 16:55:09 GMT"
90,70,8071,38.2905,"Sat, 28 Sep 2024 16:55:08 GMT"
93,100,8070,31.3805,"Sat, 28 Sep 2024 16:55:07 GMT"
100,76,8069,39.6194,"Sat, 28 Sep 2024 16:55:06 GMT"
99,94,8068,38.3327,"Sat, 28 Sep 2024 16:55:05 GMT"
99,60,8067,35.7195,"Sat, 28 Sep 2024 16:55:04 GMT"
100,62,8066,30.7064,"Sat, 28 Sep 2024 16:55:03 GMT"
90,84,8065,30.6235,"Sat, 28 Sep 2024 16:55:02 GMT"
95,76,8064,32.128,"Sat, 28 Sep 2024 16:55:01 GMT"
100,74,8063,30.238,"Sat, 28 Sep 2024 16:55:00 GMT"
90,74,8062,31.6526,"Sat, 28 Sep 2024 16:54:59 GMT"
96,87,8061,31.6408,"Sat, 28 Sep 2024 16:54:58 GMT"
99,69,8060,39.774,"Sat, 28 Sep 2024 16:54:57 GMT"
97,62,8059,36.5094,"Sat, 28 Sep 2024 16:54:56 GMT"
97,99,8058,36.3373,"Sat, 28 Sep 2024 16:54:55 GMT"
90,60,8057,33.1161,"Sat, 28 Sep 2024 16:54:54 GMT"
99,67,8056,34.6678,"Sat, 28 Sep 2024 16:54:53 GMT"
91,71,8055,31.4439,"Sat, 28 Sep 2024 16:54:52 GMT"
96,68,8054,39.053,"Sat, 28 Sep 2024 16:54:51 GMT"
100,60,8053,33.4368,"Sat, 28 Sep 2024 16:54:50 GMT"
98,92,8052,36.3408,"Sat, 28 Sep 2024 16:54:49 GMT"
91,73,8051,39.8895,"Sat, 28 Sep 2024 16:54:48 GMT"
94,73,8050,30.8901,"Sat, 28 Sep 2024 16:54:47 GMT"
94,100,8049,37.9331,"Sat, 28 Sep 2024 16:54:46 GMT"
99,62,8048,30.2748,"Sat, 28 Sep 2024 16:54:45 GMT"
90,78,8047,36.6581,"Sat, 28 Sep 2024 16:54:43 GMT"
99,84,8046,33.9991,"Sat, 28 Sep 2024 16:54:42 GMT"
90,89,8045,32.7031,"Sat, 28 Sep 2024 16:54:41 GMT"
96,71,8044,37.204,"Sat, 28 Sep 2024 16:54:40 GMT"
94,70,8043,32.0239,"Sat, 28 Sep 2024 16:54:39 GMT"
95,67,8042,37.9348,"Sat, 28 Sep 2024 16:54:38 GMT"
93,81,8041,37.7816,"Sat, 28 Sep 2024 16:54:37 GMT"
97,89,8040,32.5673,"Sat, 28 Sep 2024 16:54:36 GMT"
94,81,8039,32.5947,"Sat, 28 Sep 2024 16:54:35 GMT"
100,75,8038,35.4174,"Sat, 28 Sep 2024 16:54:34 GMT"
93,84,8037,39.8424,"Sat, 28 Sep 2024 16:54:33 GMT"
90,97,8036,38.571,"Sat, 28 Sep 2024 16:54:32 GMT"
92,67,8035,30.0543,"Sat, 28 Sep 2024 16:54:31 GMT"
100,89,8034,34.7277,"Sat, 28 Sep 2024 16:54:30 GMT"
92,82,8033,34.0461,"Sat, 28 Sep 2024 16:54:29 GMT"
93,85,8032,30.5146,"Sat, 28 Sep 2024 16:54:28 GMT"
93,60,8031,33.1871,"Sat, 28 Sep 2024 16:54:27 GMT"
99,81,8030,36.6821,"Sat, 28 Sep 2024 16:54:26 GMT"
97,83,8029,38.7406,"Sat, 28 Sep 2024 16:54:25 GMT"
98,93,8028,32.0132,"Sat, 28 Sep 2024 16:54:24 GMT"
97,75,8027,31.0378,"Sat, 28 Sep 2024 16:54:23 GMT"
96,87,8026,30.442,"Sat, 28 Sep 2024 16:54:22 GMT"
96,94,8025,33.0707,"Sat, 28 Sep 2024 16:54:21 GMT"
98,88,8024,30.7688,"Sat, 28 Sep 2024 16:54:20 GMT"
93,77,8023,33.9914,"Sat, 28 Sep 2024 16:54:19 GMT"
97,71,8022,36.4496,"Sat, 28 Sep 2024 16:54:18 GMT"
90,84,8021,32.9485,"Sat, 28 Sep 2024 16:54:17 GMT"
94,87,8020,37.4671,"Sat, 28 Sep 2024 16:54:15 GMT"
91,99,8019,32.8839,"Sat, 28 Sep 2024 16:54:14 GMT"
